173093, 185,
174095, 185,
175095, 185,
176096, 185,
177096, 185,
178097, 185,
179097, 185,
180098, 184,
181098, 183,
182099, 183,
183100, 183,
184100, 181,
185101, 180,
186101, 179,
187102, 177,
188102, 177,
189104, 176,
190104, 174,
191105, 172,
192105, 171,
193105, 171,
194106, 170,
195106, 168,
196107, 166,
197108, 166,
198109, 167,
199109, 167,
200110, 168,
201110, 168,
202110, 167,
203111, 167,
204111, 167,
205113, 165,
206113, 163,
207114, 162,
208114, 161,
209115, 160,
210115, 160,
211116, 160,
212116, 160,
213117, 160,
214118, 160,
215118, 160,
216119, 158,
217119, 157,
218120, 156,
219120, 156,
220121, 155,
221122, 154,
222123, 154,
223123, 153,
224123, 152,
225124, 152,
226124, 152,
227125, 152,
228126, 152,
229127, 151,
230127, 151,
231128, 150,
232128, 150,
233128, 150,
234129, 149,
235129, 149,
236131, 148,
237131, 148,
238132, 148,
239132, 147,
240133, 146,
241133, 146,
242134, 145,
243134, 144,
244135, 143,
245136, 143,
246136, 143,
247137, 142,
248137, 142,
249138, 142,
250138, 142,
251139, 142,
252140, 141,
253140, 140,
254141, 140,
255141, 139,
256142, 138,
257142, 138,
258143, 137,
259143, 136,
260145, 137,
261145, 136,
262146, 136,
263146, 136,
264146, 136,
265147, 135,
266147, 135,
267148, 134,
268149, 134,
269150, 134,
270150, 135,
271151, 134,
272151, 133,
273152, 133,
274152, 132,
275153, 132,
276154, 132,
277154, 131,
278155, 131,
279155, 130,
280156, 128,
281156, 128,
282157, 129,
283158, 129,
284158, 128,
285159, 127,
286159, 127,
287160, 127,
288160, 126,
289161, 126,
290161, 126,
291163, 125,
292163, 125,
293164, 125,
294164, 125,
295164, 124,
296165, 123,
297165, 122,
298166, 122,
299167, 121,
300168, 120,
301168, 120,
302169, 120,
303169, 120,
304169, 119,
305170, 119,
306170, 118,
307172, 118,
308172, 117,
309173, 117,
310173, 117,
311174, 117,
312174, 116,
313175, 116,
314176, 115,
315176, 115,
316177, 114,
317177, 114,
318178, 113,
319178, 113,
320179, 113,
321179, 112,
322181, 112,
323181, 112,
324182, 112,
325182, 112,
326182, 112,
327183, 112,
328183, 112,
329184, 112,
330185, 111,
331186, 110,
332186, 110,
333187, 110,
334187, 110,
335187, 110,
336188, 110,
337188, 109,
338190, 109,
339190, 109,
340191, 109,
341191, 109,
342192, 108,
343192, 107,
344193, 107,
345193, 106,
346194, 106,
347195, 106,
348195, 106,
349196, 106,
350196, 106,
351197, 106,
352197, 106,
353199, 105,
354199, 104,
355200, 104,
356200, 104,
357200, 103,
358201, 103,
359201, 103,
360202, 103,
361203, 103,
362204, 103,
363204, 103,
364205, 102,
365205, 101,
366205, 101,
367206, 101,
368206, 101,
369208, 100,
370208, 100,
371209, 100,
372209, 99,
373210, 99,
374210, 99,
375211, 98,
376211, 98,
377211, 97,
378212, 97,
379213, 97,
380214, 97,
381214, 97,
382215, 97,
383215, 97,
384216, 97,
385216, 96,
386216, 96,
387217, 96,
388217, 96,
389218, 96,
390218, 96,
391220, 96,
392220, 96,
393221, 96,
394221, 96,
395222, 94,
396222, 94,
397222, 94,
398223, 94,
399223, 94,
400224, 94,
401224, 94,
402225, 93,
403226, 93,
404227, 93,
405227, 93,
406227, 93,
407228, 93,
408228, 93,
409229, 93,
410229, 92,
411230, 92,
412230, 92,
413231, 92,
414231, 92,
415233, 91,
416233, 91,
417233, 91,
418234, 91,
419234, 91,
420235, 91,
421235, 91,
422236, 90,
423236, 90,
424237, 90,
425237, 90,
426237, 90,
427239, 90,
428239, 90,
429240, 90,
430240, 90,
431241, 90,
432241, 90,
433242, 89,
434242, 89,
435243, 89,
436243, 89,
437243, 88,
438244, 88,
439244, 88,
440246, 88,
441246, 88,
442247, 88,
443247, 88,
444248, 88,
445248, 88,
446248, 88,
447249, 87,
448249, 87,
449250, 87,
450250, 86,
451251, 86,
452252, 86,
453253, 86,
454253, 86,
455254, 86,
456254, 85,
457254, 85,
458255, 85,
459255, 85,
460256, 85,
461256, 85,
462257, 84,
463257, 84,
464259, 84,
465259, 84,
466259, 84,
467260, 83,
468260, 83,
469261, 83,
470261, 83,
471262, 83,
472262, 83,
473263, 84,
474263, 84,
475264, 84,
476265, 84,
477265, 83,
478266, 83,
479266, 83,
480267, 83,
481267, 82,
482268, 82,
483268, 82,
484269, 83,
485269, 82,
486269, 82,
487270, 82,
488271, 82,
489272, 81,
490272, 81,
491273, 81,
492273, 81,
493274, 81,
494274, 81,
495275, 81,
496275, 81,
497275, 81,
498276, 81,
499276, 80,
500278, 79,
501278, 79,
502279, 79,
503279, 79,
504280, 79,
505280, 79,
506280, 79,
507281, 79,
508281, 79,
509282, 79,
510282, 78,
511283, 79,
512284, 79,
513285, 78,
514285, 78,
515286, 78,
516286, 78,
517286, 78,
518287, 78,
519287, 77,
520288, 77,
521288, 77,
522289, 77,
523289, 77,
524290, 77,
525291, 77,
526291, 77,
527292, 77,
528292, 77,
529293, 77,
530293, 77,
531294, 77,
532294, 77,
533295, 77,
534295, 77,
535296, 77,
536296, 77,
537297, 77,
538298, 76,
539298, 76,
540299, 76,
541299, 76,
542300, 76,
543300, 76,
544301, 76,
545301, 76,
546301, 76,
547302, 76,
548302, 76,
549304, 76,
550304, 76,
551305, 76,
552305, 76,
553306, 76,
554306, 76,
555307, 76,
556307, 76,
557307, 76,
558308, 76,
559308, 75,
560309, 75,
561310, 75,
562311, 75,
563311, 75,
564312, 75,
565312, 75,
566312, 75,
567313, 75,
568313, 75,
569314, 75,
570314, 75,
571315, 74,
572315, 74,
573317, 74,
574317, 74,
575318, 74,
576318, 74,
577318, 74,
578319, 74,
579319, 74,
580320, 74,
581320, 74,
582321, 74,
583321, 74,
584322, 74,
585323, 74,
586323, 74,
587324, 74,
588324, 73,
589325, 73,
590325, 73,
591326, 73,
592326, 73,
593327, 73,
594327, 73,
595328, 73,
596328, 73,
597329, 73,
598330, 73,
599330, 72,
600331, 74,
601331, 74,
602332, 74,
603332, 74,
604333, 74,
605333, 74,
606333, 73,
607334, 73,
608334, 73,
609336, 73,
610336, 73,
611337, 73,
612337, 73,
613338, 73,
614338, 73,
615339, 73
